Name	Timepoint	start	end	Strand	Frequency	Total_Reads
1046	JUNC_1046	72hpi	14076	14323	+	1	102
1047	JUNC_1047	72hpi	14078	14394	+	1	1
1048	JUNC_1048	72hpi	14078	15292	+	2	487
1049	JUNC_1049	24hpi,72hpi	14079	14335	+	2	17
1050	JUNC_1050	72hpi	14080	14329	+	1	1
1051	JUNC_1051	72hpi	14080	14336	+	1	411
1052	JUNC_1052	72hpi	14081	14328	+	1	439
1053	JUNC_1053	72hpi	14081	15336	+	1	38
1054	JUNC_1054	72hpi	14081	15527	+	1	28
1055	JUNC_1055	72hpi	14082	14344	+	1	18
1056	JUNC_1056	24hpi,72hpi	14086	14342	+	2	491
1057	JUNC_1057	72hpi	14086	14345	+	1	239
1058	JUNC_1058	72hpi	14086	15191	+	1	21
1059	JUNC_1059	72hpi	14086	15655	+	1	46
1060	JUNC_1060	72hpi	14088	14332	+	1	3
1061	JUNC_1061	72hpi	14088	15429	+	1	6
1062	JUNC_1062	72hpi	14092	14807	+	1	65
1063	JUNC_1063	72hpi	14092	21422	+	1	20
1064	JUNC_1064	72hpi	14093	15598	+	1	32
1065	JUNC_1065	72hpi	14094	14194	+	1	9
1066	JUNC_1066	72hpi	14094	14338	+	1	542
1067	JUNC_1067	72hpi	14098	14150	+	1	593
1068	JUNC_1068	72hpi	14100	14179	+	1	306
1069	JUNC_1069	72hpi	14102	16479	+	1	36
1070	JUNC_1070	72hpi	14104	14207	+	1	57
1071	JUNC_1071	72hpi	14108	16102	+	1	4
1072	JUNC_1072	72hpi	14109	14261	+	1	1
1073	JUNC_1073	72hpi	14109	14441	+	1	28
1074	JUNC_1074	72hpi	14111	14331	+	1	275
1075	JUNC_1075	72hpi	14112	16076	+	1	31
1076	JUNC_1076	72hpi	14113	16256	+	1	49
1077	JUNC_1077	72hpi	14115	14298	+	1	216
1078	JUNC_1078	72hpi	14120	14359	+	1	94
1079	JUNC_1079	72hpi	14127	16078	+	2	184
1080	JUNC_1080	24hpi	14133	14383	+	1	3
1081	JUNC_1081	72hpi	14134	16104	+	1	1
1082	JUNC_1082	72hpi	14135	15402	+	1	42
1083	JUNC_1083	72hpi	14138	14343	+	1	32
1084	JUNC_1084	72hpi	14139	15402	+	1	7
1085	JUNC_1085	72hpi	14162	15216	+	1	7
1086	JUNC_1086	72hpi	14165	14292	-	1	1
1087	JUNC_1087	72hpi	14166	14287	+	1	65
1088	JUNC_1088	72hpi	14166	14486	+	1	46
1089	JUNC_1089	72hpi	14176	15439	+	1	53
1090	JUNC_1090	72hpi	14177	14443	+	1	16
1091	JUNC_1091	72hpi	14191	14290	+	1	67
1092	JUNC_1092	72hpi	14191	14345	+	1	148
1093	JUNC_1093	72hpi	14192	14335	-	1	19
1094	JUNC_1094	72hpi	14194	15054	+	1	35
1095	JUNC_1095	72hpi	14197	14412	+	1	59
1096	JUNC_1096	72hpi	14199	14288	+	1	2391
1097	JUNC_1097	72hpi	14199	14360	+	1	350
1098	JUNC_1098	72hpi	14199	15426	+	1	1
1099	JUNC_1099	72hpi	14199	20200	+	1	84
1100	JUNC_1100	72hpi	14201	14287	+	1	250
1101	JUNC_1101	72hpi	14201	16080	+	1	739
1102	JUNC_1102	72hpi	14201	16089	+	1	111
1103	JUNC_1103	72hpi	14203	14324	+	1	485
1104	JUNC_1104	72hpi	14207	14428	+	1	14
1105	JUNC_1105	72hpi	14213	15055	+	1	46
1106	JUNC_1106	72hpi	14216	15645	+	1	8
1107	JUNC_1107	72hpi	14217	16279	+	1	28
1108	JUNC_1108	72hpi	14225	14277	-	1	653
1109	JUNC_1109	72hpi	14230	15169	+	1	1
1110	JUNC_1110	72hpi	14231	15141	+	1	43
1111	JUNC_1111	72hpi	14233	14423	+	1	5
1112	JUNC_1112	72hpi	14241	15186	+	1	8
1113	JUNC_1113	72hpi	14245	16671	+	1	1
1114	JUNC_1114	72hpi	14246	14346	+	1	642
1115	JUNC_1115	72hpi	14249	16292	+	1	4
1116	JUNC_1116	72hpi	14249	21427	+	1	3
1117	JUNC_1117	72hpi	14252	21847	+	1	14
1118	JUNC_1118	72hpi	14255	14310	+	1	73
1119	JUNC_1119	72hpi	14256	14344	+	1	885
1120	JUNC_1120	24hpi	14258	14725	-	1	3
1121	JUNC_1121	72hpi	14258	16087	-	1	5
1122	JUNC_1122	72hpi	14259	14575	+	1	6
1123	JUNC_1123	72hpi	14262	15215	+	1	326
1124	JUNC_1124	72hpi	14264	14369	+	1	6
1125	JUNC_1125	72hpi	14272	15927	+	1	38
1126	JUNC_1126	72hpi	14276	20592	+	1	4
1127	JUNC_1127	72hpi	14287	18275	+	1	22
1128	JUNC_1128	72hpi	14288	15127	+	1	28
1129	JUNC_1129	72hpi	14289	15536	+	1	2
1130	JUNC_1130	72hpi	14291	14346	+	1	893
1131	JUNC_1131	72hpi	14291	14385	+	1	88
1132	JUNC_1132	72hpi	14291	14409	+	1	1446
1133	JUNC_1133	72hpi	14291	16471	+	1	27
1134	JUNC_1134	24hpi,72hpi	14292	14356	+	2	446
1135	JUNC_1135	24hpi	14293	16082	+	1	4
1136	JUNC_1136	72hpi	14295	16080	+	1	7
1137	JUNC_1137	72hpi	14303	14950	+	1	68
1138	JUNC_1138	72hpi	14304	15188	+	1	84
1139	JUNC_1139	72hpi	14316	14621	+	1	5
1140	JUNC_1140	72hpi	14327	21904	-	1	5
1141	JUNC_1141	72hpi	14330	16757	+	1	2
1142	JUNC_1142	72hpi	14333	15231	+	1	29
1143	JUNC_1143	72hpi	14334	14410	+	1	2
1144	JUNC_1144	72hpi	14350	14643	+	1	32
1145	JUNC_1145	72hpi	14356	14615	+	1	20
1146	JUNC_1146	72hpi	14356	15122	+	1	2
1147	JUNC_1147	72hpi	14358	15016	+	1	18
1148	JUNC_1148	72hpi	14361	14711	+	1	20
1149	JUNC_1149	72hpi	14362	14706	+	1	2191
1150	JUNC_1150	72hpi	14363	14457	+	1	160
1151	JUNC_1151	72hpi	14366	14738	-	1	1
1152	JUNC_1152	72hpi	14366	16183	-	1	65
1153	JUNC_1153	72hpi	14369	14566	+	1	133
1154	JUNC_1154	72hpi	14369	14746	+	1	70
1155	JUNC_1155	72hpi	14369	15355	+	1	19
1156	JUNC_1156	72hpi	14372	14736	+	1	2
1157	JUNC_1157	72hpi	14372	14744	+	1	64
1158	JUNC_1158	72hpi	14374	14714	+	1	154
1159	JUNC_1159	24hpi,72hpi	14374	14738	+	3	134
1160	JUNC_1160	72hpi	14375	14738	+	1	11
1161	JUNC_1161	72hpi	14375	15923	+	1	10
1162	JUNC_1162	72hpi	14378	15645	+	1	185
1163	JUNC_1163	72hpi	14383	14736	+	1	71
1164	JUNC_1164	72hpi	14384	14438	-	1	30
1165	JUNC_1165	72hpi	14385	14440	+	1	3
1166	JUNC_1166	72hpi	14396	14913	-	1	319
1167	JUNC_1167	72hpi	14398	14472	+	1	144
1168	JUNC_1168	72hpi	14401	16083	+	1	10
1169	JUNC_1169	72hpi	14406	14708	+	1	69
1170	JUNC_1170	72hpi	14406	15808	+	1	27
1171	JUNC_1171	72hpi	14406	16407	+	1	17
1172	JUNC_1172	72hpi	14407	14519	+	2	4413
1173	JUNC_1173	72hpi	14413	14725	+	1	4
1174	JUNC_1174	72hpi	14416	14502	+	1	303
1175	JUNC_1175	72hpi	14419	14732	+	1	17
1176	JUNC_1176	72hpi	14423	14749	-	1	1
1177	JUNC_1177	72hpi	14425	14723	+	1	18
1178	JUNC_1178	72hpi	14433	14618	+	1	198
1179	JUNC_1179	72hpi	14440	14580	+	1	37
1180	JUNC_1180	72hpi	14440	14616	+	1	8
1181	JUNC_1181	72hpi	14440	14649	+	2	109
1182	JUNC_1182	72hpi	14440	16749	+	1	39
1183	JUNC_1183	72hpi	14441	16223	+	1	56
1184	JUNC_1184	72hpi	14447	14679	+	1	177
1185	JUNC_1185	72hpi	14448	14708	+	1	46
1186	JUNC_1186	72hpi	14449	14521	+	1	24
1187	JUNC_1187	72hpi	14449	14673	+	1	17
1188	JUNC_1188	72hpi	14449	14677	+	1	4
1189	JUNC_1189	72hpi	14453	14648	+	1	442
1190	JUNC_1190	72hpi	14454	14907	+	1	198
1191	JUNC_1191	72hpi	14457	14533	+	1	18
1192	JUNC_1192	72hpi	14460	16737	+	1	42
1193	JUNC_1193	72hpi	14462	14679	+	1	119
1194	JUNC_1194	72hpi	14463	14608	+	1	76
1195	JUNC_1195	72hpi	14468	14650	+	2	67
1196	JUNC_1196	72hpi	14471	14708	+	1	9
1197	JUNC_1197	72hpi	14474	14626	+	1	8727
1198	JUNC_1198	72hpi	14474	14706	+	1	1630
1199	JUNC_1199	72hpi	14475	14599	+	1	331
1200	JUNC_1200	72hpi	14481	14607	+	1	151
1201	JUNC_1201	72hpi	14482	15250	+	1	15
1202	JUNC_1202	72hpi	14482	15785	+	1	24
1203	JUNC_1203	72hpi	14484	14664	+	1	18
1204	JUNC_1204	72hpi	14488	14561	+	1	57
1205	JUNC_1205	72hpi	14488	14654	+	2	87
1206	JUNC_1206	24hpi	14488	14657	+	1	1
1207	JUNC_1207	72hpi	14488	14777	+	1	1
1208	JUNC_1208	72hpi	14489	15464	+	1	62
1209	JUNC_1209	72hpi	14490	14944	+	1	44
1210	JUNC_1210	72hpi	14490	16640	+	2	46
1211	JUNC_1211	72hpi	14499	14624		1	2
1212	JUNC_1212	72hpi	14500	16323	+	1	92
1213	JUNC_1213	72hpi	14501	14677	+	1	50
1214	JUNC_1214	72hpi	14501	15598	+	1	42
1215	JUNC_1215	72hpi	14502	14608	+	2	123
1216	JUNC_1216	72hpi	14502	14670	+	1	2
1217	JUNC_1217	72hpi	14506	14812	+	1	18
1218	JUNC_1218	24hpi,72hpi	14507	14706	+	2	2711
1219	JUNC_1219	72hpi	14517	14621	+	1	6473
1220	JUNC_1220	72hpi	14519	14636	+	2	7
1221	JUNC_1221	72hpi	14524	16469	+	1	34
1222	JUNC_1222	72hpi	14529	16737	+	2	276
1223	JUNC_1223	72hpi	14542	14670	+	1	1
1224	JUNC_1224	72hpi	14543	15142	+	1	3
1225	JUNC_1225	72hpi	14549	14807	+	1	147
1226	JUNC_1226	72hpi	14558	14673	+	1	10
1227	JUNC_1227	72hpi	14559	15812	+	1	3
1228	JUNC_1228	72hpi	14564	15547	+	1	16
1229	JUNC_1229	72hpi	14568	14848	+	1	26
1230	JUNC_1230	72hpi	14576	14712	+	1	114
1231	JUNC_1231	72hpi	14581	16636	+	1	146
1232	JUNC_1232	72hpi	14583	14677	+	1	42
1233	JUNC_1233	72hpi	14587	14661	+	2	1286
1234	JUNC_1234	72hpi	14587	14673	+	1	16
1235	JUNC_1235	72hpi	14596	14654	+	1	281
1236	JUNC_1236	72hpi	14596	15951	+	1	13
1237	JUNC_1237	72hpi	14604	16073	+	1	33
1238	JUNC_1238	72hpi	14607	14658	+	1	1
1239	JUNC_1239	72hpi	14607	15581	+	1	64
1240	JUNC_1240	72hpi	14616	14673	+	1	35
1241	JUNC_1241	72hpi	14617	14779	+	1	84
1242	JUNC_1242	72hpi	14622	14921	+	1	24
1243	JUNC_1243	72hpi	14627	15506	+	1	8
1244	JUNC_1244	72hpi	14655	15560	+	1	79
1245	JUNC_1245	72hpi	14657	15934	+	1	14
1246	JUNC_1246	72hpi	14664	14921	+	1	64
1247	JUNC_1247	72hpi	14667	15487	+	1	28
1248	JUNC_1248	72hpi	14669	16264	+	1	14
1249	JUNC_1249	72hpi	14673	15439	+	1	24
1250	JUNC_1250	72hpi	14680	16198	+	1	6
1251	JUNC_1251	72hpi	14684	21999	+	1	2
1252	JUNC_1252	72hpi	14695	15420	+	1	2
1253	JUNC_1253	72hpi	14696	15229	+	1	6
1254	JUNC_1254	72hpi	14696	16590	+	1	3844
1255	JUNC_1255	72hpi	14699	14791	-	1	1
1256	JUNC_1256	72hpi	14699	18257	-	1	174
1257	JUNC_1257	72hpi	14707	14794	+	1	59
1258	JUNC_1258	72hpi	14707	16168	+	1	6
1259	JUNC_1259	72hpi	14713	14845	+	1	50
1260	JUNC_1260	24hpi	14718	14781	+	1	5
1261	JUNC_1261	72hpi	14722	16771	+	1	12
1262	JUNC_1262	72hpi	14733	14787	+	1	35
1263	JUNC_1263	72hpi	14737	16492	+	1	35
1264	JUNC_1264	72hpi	14739	14989	+	1	35
1265	JUNC_1265	72hpi	14743	15399	+	1	21
1266	JUNC_1266	72hpi	14745	14842	+	2	189
1267	JUNC_1267	72hpi	14750	15566	+	1	3
1268	JUNC_1268	72hpi	14762	15089	+	1	232
1269	JUNC_1269	72hpi	14767	15266	+	1	1
1270	JUNC_1270	72hpi	14770	15005	+	1	65
1271	JUNC_1271	72hpi	14770	15040	+	1	7
1272	JUNC_1272	72hpi	14771	23877	+	1	1
1273	JUNC_1273	72hpi	14774	16397	+	1	30
1274	JUNC_1274	72hpi	14775	14941	+	1	13
1275	JUNC_1275	72hpi	14775	15631	+	1	51
1276	JUNC_1276	24hpi	14778	15048	+	1	42
1277	JUNC_1277	72hpi	14779	15260	+	1	527
1278	JUNC_1278	72hpi	14783	15090	+	1	1621
1279	JUNC_1279	72hpi	14784	16523	+	1	7
1280	JUNC_1280	72hpi	14790	15240	+	2	393
1281	JUNC_1281	72hpi	14795	16344	+	1	24
1282	JUNC_1282	72hpi	14796	15743	+	1	18
1283	JUNC_1283	72hpi	14799	15023	+	1	5
1284	JUNC_1284	72hpi	14802	15276	+	1	22
1285	JUNC_1285	72hpi	14802	15293	+	1	24
1286	JUNC_1286	24hpi	14802	15349	+	1	2
1287	JUNC_1287	72hpi	14805	15388	+	1	62
1288	JUNC_1288	72hpi	14807	15021	+	1	94
1289	JUNC_1289	72hpi	14807	15036	+	1	79
1290	JUNC_1290	72hpi	14807	15733	+	1	15
1291	JUNC_1291	72hpi	14809	15736	+	1	27
1292	JUNC_1292	72hpi	14810	24700	-	1	2029
1293	JUNC_1293	72hpi	14811	16384	+	1	51
1294	JUNC_1294	72hpi	14821	20546	+	1	2
1295	JUNC_1295	72hpi	14827	20986	+	1	16
1296	JUNC_1296	72hpi	14832	14891	+	1	6
1297	JUNC_1297	72hpi	14841	15429	+	1	47
1298	JUNC_1298	72hpi	14843	15253	-	1	29
1299	JUNC_1299	72hpi	14843	15327	+	2	327
1300	JUNC_1300	72hpi	14843	16045	+	1	12
1301	JUNC_1301	72hpi	14844	14921	+	1	3
1302	JUNC_1302	72hpi	14844	14968	+	1	19
1303	JUNC_1303	72hpi	14844	14980	+	1	18
1304	JUNC_1304	72hpi	14844	14993	+	1	8
1305	JUNC_1305	72hpi	14854	20807	+	1	9
1306	JUNC_1306	72hpi	14857	21133	-	1	5
1307	JUNC_1307	72hpi	14857	22165	+	1	2
1308	JUNC_1308	72hpi	14858	15016	+	1	1
1309	JUNC_1309	72hpi	14859	15076	+	1	85
1310	JUNC_1310	72hpi	14860	16586	+	1	218
1311	JUNC_1311	72hpi	14861	15181	+	1	52
1312	JUNC_1312	72hpi	14861	16187	+	2	47
1313	JUNC_1313	72hpi	14863	15248	+	1	17
1314	JUNC_1314	72hpi	14865	15400	+	1	37
1315	JUNC_1315	72hpi	14866	15699	+	1	32
1316	JUNC_1316	72hpi	14871	14971	+	1	9
1317	JUNC_1317	72hpi	14872	14936	+	1	57
1318	JUNC_1318	72hpi	14872	16197	+	1	1
1319	JUNC_1319	72hpi	14886	15594	+	1	29
1320	JUNC_1320	72hpi	14887	15001	+	1	41
1321	JUNC_1321	72hpi	14890	15088	+	1	7
1322	JUNC_1322	72hpi	14896	14962	+	1	159
1323	JUNC_1323	72hpi	14899	15005	+	1	80
1324	JUNC_1324	72hpi	14900	18268	+	1	1
1325	JUNC_1325	72hpi	14901	15341	+	1	44
1326	JUNC_1326	72hpi	14903	16177	+	1	7
1327	JUNC_1327	72hpi	14908	21971	+	1	85
1328	JUNC_1328	72hpi	14912	16419	-	1	975
1329	JUNC_1329	72hpi	14912	20668	-	1	2012
1330	JUNC_1330	72hpi	14915	14973	+	1	40
1331	JUNC_1331	72hpi	14916	15243	+	1	13
1332	JUNC_1332	72hpi	14917	21510	+	1	13
1333	JUNC_1333	72hpi	14918	15299	+	2	33
1334	JUNC_1334	72hpi	14919	16354	+	1	2
1335	JUNC_1335	72hpi	14927	15283	+	1	17
1336	JUNC_1336	72hpi	14936	16826	+	1	60
1337	JUNC_1337	24hpi	14938	15593	+	1	11
1338	JUNC_1338	72hpi	14939	15149	+	1	2107
1339	JUNC_1339	72hpi	14939	15663	+	1	3659
1340	JUNC_1340	72hpi	14940	15022	+	2	266
1341	JUNC_1341	24hpi	14942	15253	-	1	1
1342	JUNC_1342	72hpi	14947	21952	+	1	4
1343	JUNC_1343	72hpi	14951	15903	+	1	3
1344	JUNC_1344	72hpi	14953	15004	+	1	149
1345	JUNC_1345	72hpi	14953	15263	+	2	2109
1346	JUNC_1346	72hpi	14953	15992	+	1	74
1347	JUNC_1347	72hpi	14957	16585	+	1	49
1348	JUNC_1348	72hpi	14960	15816	+	1	531
1349	JUNC_1349	72hpi	14961	15062	+	1	82
1350	JUNC_1350	72hpi	14962	15471	+	1	18
1351	JUNC_1351	72hpi	14963	15033	-	1	21
1352	JUNC_1352	72hpi	14964	15905	+	1	3
1353	JUNC_1353	72hpi	14965	15751	+	1	82
1354	JUNC_1354	72hpi	14965	15879	+	1	25
1355	JUNC_1355	72hpi	14966	15019	+	1	61
1356	JUNC_1356	72hpi	14967	15328	+	1	46
1357	JUNC_1357	72hpi	14969	15353	+	1	1
1358	JUNC_1358	72hpi	14970	15199	+	1	133
1359	JUNC_1359	72hpi	14973	15124	+	1	254
1360	JUNC_1360	72hpi	14973	16048	+	1	61
1361	JUNC_1361	72hpi	14974	16495	+	1	93
1362	JUNC_1362	72hpi	14976	15418	+	1	23
1363	JUNC_1363	72hpi	14981	15493	+	1	58
1364	JUNC_1364	72hpi	14981	21153	+	1	2
1365	JUNC_1365	72hpi	14982	15169	+	1	65
1366	JUNC_1366	72hpi	15006	15304	+	1	2
1367	JUNC_1367	72hpi	15008	20218	+	1	5
1368	JUNC_1368	72hpi	15010	21128	-	1	1710
1369	JUNC_1369	72hpi	15011	15307	+	1	334
1370	JUNC_1370	72hpi	15013	15248	+	1	13
1371	JUNC_1371	72hpi	15018	15473	+	1	22
1372	JUNC_1372	72hpi	15020	15578	+	1	185
1373	JUNC_1373	72hpi	15020	19665	+	1	93
1374	JUNC_1374	72hpi	15021	15206	+	1	548
1375	JUNC_1375	72hpi	15027	21319	+	1	128
1376	JUNC_1376	72hpi	15028	16470	+	1	183
1377	JUNC_1377	72hpi	15029	16459	+	1	1
1378	JUNC_1378	72hpi	15029	19069	+	1	12
1379	JUNC_1379	72hpi	15029	21107	+	1	39
1380	JUNC_1380	72hpi	15030	15248	+	1	54
1381	JUNC_1381	72hpi	15030	15446	+	1	472
1382	JUNC_1382	72hpi	15030	15487	+	1	255
1383	JUNC_1383	72hpi	15030	16079	+	1	15
1384	JUNC_1384	72hpi	15030	16369	+	1	15
1385	JUNC_1385	72hpi	15034	15106	+	1	61
1386	JUNC_1386	72hpi	15034	15425	+	1	25
1387	JUNC_1387	72hpi	15043	15209	+	1	150
1388	JUNC_1388	72hpi	15043	16001	+	1	17
1389	JUNC_1389	72hpi	15046	15117	+	1	295
1390	JUNC_1390	72hpi	15046	15663	+	1	1189
1391	JUNC_1391	72hpi	15046	21313	+	1	7
1392	JUNC_1392	72hpi	15047	15169	+	1	48
1393	JUNC_1393	72hpi	15054	15425	+	1	3
1394	JUNC_1394	72hpi	15059	15199	+	1	1
1395	JUNC_1395	72hpi	15070	16198	+	1	39
1396	JUNC_1396	72hpi	15078	15155	+	1	17
1397	JUNC_1397	72hpi	15079	15156	+	1	865
1398	JUNC_1398	72hpi	15079	16140	+	1	102
1399	JUNC_1399	72hpi	15080	15258	+	1	2
1400	JUNC_1400	72hpi	15084	16529	+	1	123
1401	JUNC_1401	72hpi	15088	24722	+	1	41
1402	JUNC_1402	72hpi	15089	15205	+	1	71
1403	JUNC_1403	72hpi	15097	16221	+	1	4
1404	JUNC_1404	72hpi	15100	15246	+	1	269
1405	JUNC_1405	72hpi	15110	15169	+	1	5
1406	JUNC_1406	72hpi	15112	15254	+	2	220
1407	JUNC_1407	72hpi	15116	15663	+	1	4364
1408	JUNC_1408	72hpi	15118	15210	+	1	1013
1409	JUNC_1409	24hpi	15118	15260	+	1	35
1410	JUNC_1410	72hpi	15122	16075	+	1	333
1411	JUNC_1411	72hpi	15127	15428	+	1	38
1412	JUNC_1412	72hpi	15127	21737	+	1	26
1413	JUNC_1413	72hpi	15130	15432	+	1	6
1414	JUNC_1414	72hpi	15134	15293	+	1	19
1415	JUNC_1415	72hpi	15141	15328	+	2	560
1416	JUNC_1416	72hpi	15141	15636	+	2	51
1417	JUNC_1417	24hpi,72hpi	15148	15223	+	2	5535
1418	JUNC_1418	72hpi	15148	15345	+	1	89
1419	JUNC_1419	72hpi	15148	16527	+	1	7
1420	JUNC_1420	72hpi	15149	15200	+	1	526
1421	JUNC_1421	72hpi	15170	15266	+	1	1084
1422	JUNC_1422	72hpi	15172	15225	+	1	2
1423	JUNC_1423	72hpi	15176	15228	+	2	274
1424	JUNC_1424	72hpi	15178	21309	-	1	370
1425	JUNC_1425	72hpi	15179	15505	+	1	30
1426	JUNC_1426	72hpi	15180	15817	+	1	36
1427	JUNC_1427	72hpi	15189	15622	+	1	188
1428	JUNC_1428	72hpi	15191	16336	+	2	1537
1429	JUNC_1429	72hpi	15198	16267	+	1	7
1430	JUNC_1430	72hpi	15198	16598	+	1	135
1431	JUNC_1431	72hpi	15200	16600	+	2	334
1432	JUNC_1432	72hpi	15201	15267	+	1	3
1433	JUNC_1433	72hpi	15201	15295	+	1	92
1434	JUNC_1434	72hpi	15202	15472	+	1	11
1435	JUNC_1435	72hpi	15205	15330	+	1	365
1436	JUNC_1436	72hpi	15208	15263	+	1	333
1437	JUNC_1437	72hpi	15213	15502	+	1	1352
1438	JUNC_1438	72hpi	15235	16765	+	2	129
1439	JUNC_1439	72hpi	15235	21199	+	1	4
1440	JUNC_1440	72hpi	15239	16608	+	1	13
1441	JUNC_1441	72hpi	15241	15327	+	1	212
1442	JUNC_1442	72hpi	15248	21496	-	1	1
1443	JUNC_1443	72hpi	15249	15403	+	1	150
1444	JUNC_1444	72hpi	15252	16334	-	1	172
1445	JUNC_1445	72hpi	15252	20179	+	1	15
1446	JUNC_1446	72hpi	15271	15752	+	2	2806
1447	JUNC_1447	72hpi	15273	15589	+	1	1034
1448	JUNC_1448	72hpi	15273	23877	+	1	2
1449	JUNC_1449	72hpi	15276	15873	+	1	99
1450	JUNC_1450	72hpi	15279	20698	+	1	347
1451	JUNC_1451	24hpi	15287	21801	+	1	2
1452	JUNC_1452	72hpi	15293	15547	+	1	84
1453	JUNC_1453	72hpi	15299	16213	+	1	1
1454	JUNC_1454	72hpi	15303	16076	+	1	42
1455	JUNC_1455	72hpi	15304	20987	+	1	103
1456	JUNC_1456	72hpi	15305	15681	+	1	28
1457	JUNC_1457	72hpi	15307	15374	-	1	10
1458	JUNC_1458	72hpi	15313	15432	+	1	24
1459	JUNC_1459	72hpi	15317	15432	+	1	1
1460	JUNC_1460	72hpi	15320	21681	+	1	1
1461	JUNC_1461	72hpi	15331	16090	+	1	28
1462	JUNC_1462	72hpi	15335	18817	+	1	24
1463	JUNC_1463	72hpi	15338	15547	-	1	1
1464	JUNC_1464	72hpi	15339	15425	+	2	82
1465	JUNC_1465	72hpi	15339	20792	+	1	25
1466	JUNC_1466	72hpi	15342	15393	+	1	177
1467	JUNC_1467	72hpi	15345	15451	+	1	100
1468	JUNC_1468	72hpi	15349	15422	+	2	81
1469	JUNC_1469	72hpi	15349	15452	+	1	10
1470	JUNC_1470	24hpi,4hpi	15349	15474	+	2	3
1471	JUNC_1471	72hpi	15353	16335	+	1	4
1472	JUNC_1472	72hpi	15355	15598	+	1	107
1473	JUNC_1473	72hpi	15356	15502	+	1	48
1474	JUNC_1474	72hpi	15359	15425	+	1	191
1475	JUNC_1475	72hpi	15359	16462	+	1	37
1476	JUNC_1476	72hpi	15366	16231	+	1	11
1477	JUNC_1477	72hpi	15381	15439	+	2	186
1478	JUNC_1478	24hpi,72hpi	15382	15551	+	2	170
1479	JUNC_1479	72hpi	15382	15593	+	1	49
1480	JUNC_1480	72hpi	15389	15448	-	1	40
1481	JUNC_1481	72hpi	15389	15598	-	1	448
1482	JUNC_1482	72hpi	15391	15729	+	1	9
1483	JUNC_1483	72hpi	15392	21871	+	1	584
1484	JUNC_1484	72hpi	15394	15445	+	1	100
1485	JUNC_1485	72hpi	15397	15628	+	1	37
1486	JUNC_1486	72hpi	15399	15601	+	1	226
1487	JUNC_1487	72hpi	15400	15588	+	1	1
1488	JUNC_1488	72hpi	15400	15745	+	1	102
1489	JUNC_1489	72hpi	15401	16113	+	2	3241
1490	JUNC_1490	72hpi	15403	16869	+	1	1686
1491	JUNC_1491	72hpi	15403	20499	+	1	12
1492	JUNC_1492	72hpi	15404	22539	+	1	792
1493	JUNC_1493	72hpi	15406	15593	+	1	2278
1494	JUNC_1494	72hpi	15407	16504	+	1	2696
1495	JUNC_1495	72hpi	15411	15620	+	1	302
1496	JUNC_1496	72hpi	15418	16029	+	1	17
1497	JUNC_1497	72hpi	15423	15673	+	1	36
1498	JUNC_1498	72hpi	15424	15566	+	1	198
1499	JUNC_1499	72hpi	15424	15668	+	1	2
1500	JUNC_1500	72hpi	15427	15684	+	1	7
1501	JUNC_1501	72hpi	15428	15778	+	1	45
1502	JUNC_1502	72hpi	15430	15648	+	1	11
1503	JUNC_1503	72hpi	15434	15582	-	1	4778
1504	JUNC_1504	72hpi	15435	16173	+	1	352
1505	JUNC_1505	72hpi	15439	15598	+	1	83
1506	JUNC_1506	72hpi	15445	16127	+	1	86
1507	JUNC_1507	72hpi	15446	15623	-	1	5
1508	JUNC_1508	72hpi	15447	15595	+	1	20
1509	JUNC_1509	72hpi	15447	15808	+	1	15
1510	JUNC_1510	72hpi	15449	15591	+	1	229
1511	JUNC_1511	72hpi	15449	15616	+	1	24
1512	JUNC_1512	72hpi	15450	15625	+	1	12
1513	JUNC_1513	72hpi	15450	15631	+	1	94
1514	JUNC_1514	72hpi	15454	15597	+	1	373
1515	JUNC_1515	72hpi	15454	16166	+	1	53
1516	JUNC_1516	72hpi	15455	15589	+	1	263
1517	JUNC_1517	24hpi	15456	15551	+	1	5
1518	JUNC_1518	72hpi	15456	15572	+	1	25
1519	JUNC_1519	72hpi	15457	15529	+	1	23
1520	JUNC_1520	72hpi	15460	15551	+	1	197
1521	JUNC_1521	72hpi	15460	15593	+	1	91
1522	JUNC_1522	72hpi	15460	15689	+	1	34
1523	JUNC_1523	72hpi	15467	15582	-	1	13273
1524	JUNC_1524	72hpi	15476	16587	-	1	12
1525	JUNC_1525	72hpi	15480	15788	+	1	498
1526	JUNC_1526	72hpi	15482	16351	+	1	222
1527	JUNC_1527	72hpi	15483	15829	+	1	48
1528	JUNC_1528	72hpi	15483	16329	+	1	16
1529	JUNC_1529	72hpi	15484	16118	+	2	149
1530	JUNC_1530	72hpi	15485	15576	+	1	705
1531	JUNC_1531	72hpi	15486	15547	+	1	106
1532	JUNC_1532	72hpi	15486	15580	+	1	1361
1533	JUNC_1533	72hpi	15486	15585	+	2	140
1534	JUNC_1534	72hpi	15486	16232	+	1	438
1535	JUNC_1535	72hpi	15487	15555	+	1	126
1536	JUNC_1536	72hpi	15487	15560	+	1	133
1537	JUNC_1537	72hpi	15488	15583	+	2	454
1538	JUNC_1538	72hpi	15489	15579	+	1	225
1539	JUNC_1539	72hpi	15501	15616	+	1	120
1540	JUNC_1540	72hpi	15507	15683	+	1	769
1541	JUNC_1541	72hpi	15526	15612	+	1	602
